id,name,serves,ingredients,instructions,meal_type,is_vegetarian,protein,carbs,fat,fiber,energy,iron_mg,magnesium_mg,calcium_mg,potassium_mg,sodium_mg,vitamin_c_mg
145,Kimchi Fried Rice,2,"[{""id"": 148, ""name"": ""rice"", ""quantity"": 2.0, ""serving_unit"": ""cup""}, {""id"": 359, ""name"": ""kimchi"", ""quantity"": 1.0, ""serving_unit"": ""cup""}, {""id"": 236, ""name"": ""green onions"", ""quantity"": 2.0, ""serving_unit"": ""nos""}, {""id"": 163, ""name"": ""soy sauce"", ""quantity"": 2.0, ""serving_unit"": ""tbsp""}, {""id"": 64, ""name"": ""egg"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 358, ""name"": ""sesame oil"", ""quantity"": 1.0, ""serving_unit"": ""tbsp""}]","1. Heat sesame oil in a pan over medium heat. 2. Add the kimchi and stir-fry for a couple of minutes. 3. Add the cooked rice and mix well. 4. Pour in the soy sauce and stir continuously for about 2-3 minutes. 5. Push the rice to one side of the pan and crack the egg into the empty side, scrambling it gently. 6. Once the egg is cooked, mix it with the rice. 7. Garnish with chopped green onions before serving.",breakfast,f,6.56,1.23,4.83,0.10,76.45,0.99,8.93,30.60,85.42,187.20,0.53
146,Bibimbap,2,"[{""id"": 148, ""name"": ""rice"", ""quantity"": 1.0, ""serving_unit"": ""cup""}, {""id"": 235, ""name"": ""Mixed Vegetables"", ""quantity"": 1.0, ""serving_unit"": ""cup""}, {""id"": 295, ""name"": ""goat meat"", ""quantity"": 150.0, ""serving_unit"": ""g""}, {""id"": 360, ""name"": ""gochujang"", ""quantity"": 2.0, ""serving_unit"": ""tbsp""}, {""id"": 163, ""name"": ""soy sauce"", ""quantity"": 1.0, ""serving_unit"": ""tbsp""}, {""id"": 64, ""name"": ""egg"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 0, ""name"": ""sesame oil"", ""quantity"": 1.0, ""serving_unit"": ""tbsp""}]","1. Cook the rice according to package instructions. 2. Stir-fry the mixed vegetables until tender. 3. Cook the meat in a pan until browned. 4. Fry an egg sunny-side up. 5. In a bowl, layer rice, vegetables, and meat. 6. Top with the fried egg, gochujang, and drizzle with soy sauce and sesame oil. 7. Mix everything together before serving.",lunch,f,6.50,1.76,4.83,0.08,78.48,0.97,8.06,29.33,86.70,166.04,0.30
147,Tteokbokki,2,"[{""id"": 361, ""name"": ""Tteokbokki"", ""quantity"": 300.0, ""serving_unit"": ""g""}]","1. Boil water in a pot and add the Tteokbokki to the boiling water. \n2. Cook for around 10-15 minutes or until soft. \n3. Drain the Tteokbokki and set aside. \n4. In a separate pan, add gochujang (Korean chili paste) and sugar. Cook on low heat until it forms a sauce. \n5. Add the cooked Tteokbokki to the sauce and stir until well-coated. \n6. Serve hot and enjoy!",snack,t,6.90,80.10,5.10,4.50,378.00,1.50,45.00,60.00,450.00,900.00,0.00
148,Japchae,4,"[{""id"": 1, ""name"": ""sweet potato noodles"", ""quantity"": 200.0, ""serving_unit"": ""g""}, {""id"": 2, ""name"": ""spinach"", ""quantity"": 100.0, ""serving_unit"": ""g""}, {""id"": 3, ""name"": ""carrot"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 4, ""name"": ""onion"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 5, ""name"": ""mushrooms"", ""quantity"": 150.0, ""serving_unit"": ""g""}, {""id"": 6, ""name"": ""green onions"", ""quantity"": 2.0, ""serving_unit"": ""nos""}, {""id"": 7, ""name"": ""soy sauce"", ""quantity"": 4.0, ""serving_unit"": ""tbsp""}, {""id"": 8, ""name"": ""sugar"", ""quantity"": 1.0, ""serving_unit"": ""tbsp""}, {""id"": 9, ""name"": ""sesame oil"", ""quantity"": 2.0, ""serving_unit"": ""tbsp""}, {""id"": 10, ""name"": ""beef"", ""quantity"": 150.0, ""serving_unit"": ""g""}]","1. Soak the sweet potato noodles in hot water for about 30 minutes, until softened. Drain and cut into manageable lengths. 2. In a large pan, heat sesame oil and stir-fry the beef slices until browned. Remove and set aside. 3. In the same pan, add the onions, carrots, and mushrooms; stir-fry until soft. 4. Add the spinach and cook until wilted. 5. Return the beef to the pan, add the noodles, soy sauce, sugar, and mix everything thoroughly. 6. Add green onions last and stir well before serving.",dinner,f,8.52,15.99,0.98,5.50,88.03,3.75,104.44,126.50,1254.38,348.58,35.30
149,Manakish,4,"[{""id"": 260, ""name"": ""flour"", ""quantity"": 500.0, ""serving_unit"": ""g""}, {""id"": 365, ""name"": ""yeast"", ""quantity"": 10.0, ""serving_unit"": ""g""}, {""id"": 158, ""name"": ""salt"", ""quantity"": 10.0, ""serving_unit"": ""g""}, {""id"": 188, ""name"": ""water"", ""quantity"": 300.0, ""serving_unit"": ""ml""}, {""id"": 119, ""name"": ""olive oil"", ""quantity"": 50.0, ""serving_unit"": ""ml""}, {""id"": 367, ""name"": ""zaatar"", ""quantity"": 50.0, ""serving_unit"": ""g""}, {""id"": 294, ""name"": ""cheese"", ""quantity"": 200.0, ""serving_unit"": ""g""}, {""id"": 178, ""name"": ""tomato"", ""quantity"": 100.0, ""serving_unit"": ""g""}, {""id"": 120, ""name"": ""olive"", ""quantity"": 100.0, ""serving_unit"": ""g""}, {""id"": 366, ""name"": ""fresh mint"", ""quantity"": 50.0, ""serving_unit"": ""g""}]","1. In a large bowl, mix flour, yeast, and salt together. Add water gradually and knead to form a dough. Let it rise for about an hour. 2. Once risen, divide the dough into smaller balls and roll out into flat circles. 3. Mix olive oil with zaatar and spread on the rolled dough. 4. Sprinkle cheese, diced tomatoes, olives, and fresh mint on top. 5. Bake in a preheated oven at 220°C (428°F) for about 10-15 minutes or until golden brown. 6. Serve warm with additional olives and mint if desired.",breakfast,t,55.88,30.39,757.70,13.20,7069.50,2.77,61.00,1440.00,537.00,24310.00,13.70
150,Chicken Shawarma,4,"[{""id"": 43, ""name"": ""Chicken"", ""quantity"": 500.0, ""serving_unit"": ""g""}, {""id"": 82, ""name"": ""Yogurt"", ""quantity"": 200.0, ""serving_unit"": ""g""}, {""id"": 119, ""name"": ""Olive Oil"", ""quantity"": 30.0, ""serving_unit"": ""ml""}, {""id"": 75, ""name"": ""Garlic"", ""quantity"": 5.0, ""serving_unit"": ""nos""}, {""id"": 325, ""name"": ""Cumin"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 162, ""name"": ""Paprika"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 182, ""name"": ""Turmeric"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 54, ""name"": ""Coriander"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 158, ""name"": ""Salt"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 129, ""name"": ""Pepper"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 368, ""name"": ""Tahini"", ""quantity"": 50.0, ""serving_unit"": ""g""}, {""id"": 90, ""name"": ""Pita Bread"", ""quantity"": 4.0, ""serving_unit"": ""nos""}, {""id"": 104, ""name"": ""Lettuce"", ""quantity"": 100.0, ""serving_unit"": ""g""}, {""id"": 178, ""name"": ""Tomato"", ""quantity"": 100.0, ""serving_unit"": ""g""}, {""id"": 121, ""name"": ""Onion"", ""quantity"": 50.0, ""serving_unit"": ""g""}, {""id"": 368, ""name"": ""Pickles"", ""quantity"": 50.0, ""serving_unit"": ""g""}]","1. Marinate the chicken with yogurt, garlic, olive oil, cumin, paprika, turmeric, coriander, salt, and pepper for several hours (or overnight).
2. Grill or cook the marinated chicken until fully cooked and slightly charred.
3. Slice the cooked chicken thinly.
4. Serve the chicken in pita bread topped with lettuce, tomato, onion, tahini, and pickles.
5. Enjoy your Chicken Shawarma!",lunch,f,10.64,13.56,31.35,6.01,376.45,4.74,132.25,125.56,480.06,45.35,4.50
151,Hummus with Pita,4,"[{""id"": 45, ""name"": ""chickpeas"", ""quantity"": 400.0, ""serving_unit"": ""g""}, {""id"": 368, ""name"": ""Tahini"", ""quantity"": 60.0, ""serving_unit"": ""g""}, {""id"": 102, ""name"": ""olive oil"", ""quantity"": 30.0, ""serving_unit"": ""ml""}, {""id"": 101, ""name"": ""lemon juice"", ""quantity"": 15.0, ""serving_unit"": ""ml""}, {""id"": 75, ""name"": ""garlic"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 369, ""name"": ""pita bread"", ""quantity"": 4.0, ""serving_unit"": ""nos""}]","1. In a food processor, combine the chickpeas, tahini, olive oil, lemon juice, and garlic. 2. Blend until smooth, adding water as needed to reach desired consistency. 3. Serve in a bowl, drizzle with more olive oil, and garnish if desired. 4. Cut pita bread into triangles and serve alongside the hummus.",snack,t,47.38,119.57,452.84,35.87,4648.99,16.99,343.15,318.71,1543.46,40.32,6.12
152,Kibbeh,4,"[{""id"": 370, ""name"": ""Kibbeh"", ""quantity"": 500.0, ""serving_unit"": ""g""}]","1. Mix the ground meat with bulgur, spices, and onions to form a dough. 2. Shape it into balls or patties. 3. Fry or bake until golden brown. 4. Serve hot with yogurt or salad.",dinner,f,50.50,82.00,22.00,10.00,715.00,10.00,150.00,150.00,1000.00,1500.00,0.00
153,Labneh with Olive Oil,2,"[{""id"": 371, ""name"": ""Labneh"", ""quantity"": 100.0, ""serving_unit"": ""g""}, {""id"": 119, ""name"": ""olive oil"", ""quantity"": 20.0, ""serving_unit"": ""ml""}]","1. Spread Labneh on a plate.
2. Drizzle olive oil on top.
3. Serve with a sprinkle of salt and pepper if desired.",breakfast,t,6.00,4.00,280.00,0.00,2530.00,0.10,10.00,120.00,120.00,50.00,0.00
154,Falafel,4,"[{""id"": 45, ""name"": ""chickpeas"", ""quantity"": 200.0, ""serving_unit"": ""g""}, {""id"": 125, ""name"": ""parsley"", ""quantity"": 50.0, ""serving_unit"": ""g""}, {""id"": 121, ""name"": ""onion"", ""quantity"": 50.0, ""serving_unit"": ""g""}, {""id"": 75, ""name"": ""garlic"", ""quantity"": 5.0, ""serving_unit"": ""nos""}, {""id"": 325, ""name"": ""cumin"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 54, ""name"": ""coriander powder"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 158, ""name"": ""salt"", ""quantity"": 0.5, ""serving_unit"": ""tsp""}, {""id"": 18, ""name"": ""black pepper"", ""quantity"": 0.5, ""serving_unit"": ""tsp""}, {""id"": 260, ""name"": ""all-purpose flour"", ""quantity"": 50.0, ""serving_unit"": ""g""}, {""id"": 227, ""name"": ""Baking Powder"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 378, ""name"": ""oil"", ""quantity"": 500.0, ""serving_unit"": ""ml""}]","1. Soak chickpeas overnight in water. 2. Drain them and combine with parsley, onion, garlic, cumin, coriander, salt, and pepper in a food processor. 3. Blend until a coarse mixture is formed. 4. Add flour and baking powder, mixing well. 5. Shape into balls or patties. 6. Heat oil in a frying pan and fry the falafel until golden brown. 7. Serve hot with tahini sauce.",snack,t,71.93,447.42,11.07,31.96,2201.97,31.94,245.07,281.17,1524.17,1282.60,72.08
155,Tacos al Pastor,4,"[{""id"": 383, ""name"": ""Pork shoulder"", ""quantity"": 500.0, ""serving_unit"": ""g""}, {""id"": 132, ""name"": ""pineapple"", ""quantity"": 200.0, ""serving_unit"": ""g""}, {""id"": 121, ""name"": ""onion"", ""quantity"": 100.0, ""serving_unit"": ""g""}, {""id"": 75, ""name"": ""garlic"", ""quantity"": 5.0, ""serving_unit"": ""g""}, {""id"": 231, ""name"": ""chili powder"", ""quantity"": 15.0, ""serving_unit"": ""g""}, {""id"": 325, ""name"": ""cumin"", ""quantity"": 5.0, ""serving_unit"": ""g""}, {""id"": 61, ""name"": ""dried oregano"", ""quantity"": 3.0, ""serving_unit"": ""g""}, {""id"": 105, ""name"": ""lime"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 382, ""name"": ""Corn tortillas"", ""quantity"": 8.0, ""serving_unit"": ""nos""}, {""id"": 381, ""name"": ""cilantro"", ""quantity"": 50.0, ""serving_unit"": ""g""}]","1. Marinate the pork shoulder in a mixture of pineapple juice, garlic, onion, chili powder, cumin, and oregano for at least 4 hours or overnight.
2. Cook the marinated pork shoulder on a grill or in a skillet until cooked through and slightly charred, then slice thinly.
3. Warm the corn tortillas on the grill or in a pan.
4. Assemble the tacos by placing some sliced pork on each tortilla, topping with chopped onions, cilantro, and a squeeze of lime juice.
5. Serve hot and enjoy your Tacos al Pastor!",lunch,f,4.72,43.47,1.86,7.86,185.95,6.19,68.21,185.34,784.64,32.12,118.42
156,Chicken Enchiladas,4,"[{""id"": 43, ""name"": ""chicken"", ""quantity"": 2.0, ""serving_unit"": ""cup""}, {""id"": 387, ""name"": ""corn tortillas"", ""quantity"": 6.0, ""serving_unit"": ""nos""}, {""id"": 389, ""name"": ""Enchilada Sauce"", ""quantity"": 1.0, ""serving_unit"": ""cup""}, {""id"": 244, ""name"": ""American cheese"", ""quantity"": 1.0, ""serving_unit"": ""cup""}, {""id"": 75, ""name"": ""garlic"", ""quantity"": 2.0, ""serving_unit"": ""tbsp""}, {""id"": 121, ""name"": ""onion"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 325, ""name"": ""cumin"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 119, ""name"": ""olive oil"", ""quantity"": 2.0, ""serving_unit"": ""tbsp""}]","1. Preheat oven to 375°F (190°C).
2. In a pan, heat olive oil and sauté chopped onions and garlic until translucent.
3. Add shredded chicken and cumin; mix well.
4. In a separate bowl, mix enchilada sauce with a little water to thin it out.
5. Take a corn tortilla, fill it with the chicken mixture, roll it up, and place it seam-side down in a baking dish.
6. Repeat for all tortillas, then pour the enchilada sauce over the top and sprinkle with cheese.
7. Bake in the preheated oven for about 20-25 minutes, until the cheese is bubbly and golden.
8. Serve hot with additional salsa on the side.",lunch,f,1.13,1.27,27.57,0.17,251.80,0.74,5.10,19.87,49.11,12.61,0.70
157,Pozole,6,"[{""id"": 392, ""name"": ""Pozole"", ""quantity"": 300.0, ""serving_unit"": ""g""}, {""id"": 43, ""name"": ""chicken"", ""quantity"": 400.0, ""serving_unit"": ""g""}, {""id"": 75, ""name"": ""garlic"", ""quantity"": 5.0, ""serving_unit"": ""g""}, {""id"": 121, ""name"": ""onion"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 325, ""name"": ""cumin"", ""quantity"": 2.0, ""serving_unit"": ""tsp""}, {""id"": 61, ""name"": ""dried oregano"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 158, ""name"": ""salt"", ""quantity"": 0.5, ""serving_unit"": ""tsp""}, {""id"": 18, ""name"": ""black pepper"", ""quantity"": 0.5, ""serving_unit"": ""tsp""}, {""id"": 105, ""name"": ""lime"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 28, ""name"": ""cabbage"", ""quantity"": 100.0, ""serving_unit"": ""g""}, {""id"": 141, ""name"": ""radishes"", ""quantity"": 50.0, ""serving_unit"": ""g""}, {""id"": 8, ""name"": ""avocado"", ""quantity"": 1.0, ""serving_unit"": ""nos""}]","1. In a large pot, place the chicken and cover with water. 2. Add garlic, onion, and seasonings (cumin, oregano, salt, and black pepper). 3. Bring to a boil, then reduce to simmer for about 1 hour until chicken is cooked through. 4. Remove the chicken, shred, and set aside. 5. Stir in pozole and let simmer for another 30 minutes. 6. Serve in bowls, topped with cabbage, radishes, avocado, and a squeeze of lime juice.",dinner,f,147.47,41.33,24.23,10.29,1014.16,7.58,145.58,159.04,1396.82,1485.43,46.15
158,Lamb Tagine with Prunes,4,"[{""id"": 99, ""name"": ""lamb"", ""quantity"": 500.0, ""serving_unit"": ""g""}, {""id"": 396, ""name"": ""Prunes"", ""quantity"": 200.0, ""serving_unit"": ""g""}, {""id"": 121, ""name"": ""onion"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 75, ""name"": ""garlic"", ""quantity"": 3.0, ""serving_unit"": ""nos""}, {""id"": 119, ""name"": ""olive oil"", ""quantity"": 2.0, ""serving_unit"": ""tbsp""}, {""id"": 77, ""name"": ""ginger"", ""quantity"": 1.0, ""serving_unit"": ""tbsp""}, {""id"": 48, ""name"": ""cinnamon"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 325, ""name"": ""cumin"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 158, ""name"": ""salt"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 18, ""name"": ""black pepper"", ""quantity"": 0.5, ""serving_unit"": ""tsp""}, {""id"": 397, ""name"": ""Chicken broth"", ""quantity"": 500.0, ""serving_unit"": ""ml""}, {""id"": 1, ""name"": ""almonds"", ""quantity"": 50.0, ""serving_unit"": ""g""}]","1. Heat olive oil in a large pot over medium heat. 
2. Add chopped onion and garlic, sauté until translucent. 
3. Stir in the ginger, cumin, cinnamon, salt, and pepper, and cook for 2 minutes. 
4. Add the lamb, browning on all sides. 
5. Pour in the chicken broth and bring to a simmer. 
6. Add prunes, cover, and cook for 1.5 to 2 hours, until the lamb is tender. 
7. Stir in the almonds just before serving. 
8. Serve with couscous or bread.",dinner,f,98.49,141.59,170.05,21.14,2431.45,12.26,323.83,358.03,3316.05,2665.81,2.45
159,Shakshouka,4,"[{""id"": 402, ""name"": ""Shakshouka"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 349, ""name"": ""Tomatoes"", ""quantity"": 400.0, ""serving_unit"": ""g""}, {""id"": 121, ""name"": ""onion"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 403, ""name"": ""fresh bell pepper"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 75, ""name"": ""garlic"", ""quantity"": 3.0, ""serving_unit"": ""tsp""}, {""id"": 325, ""name"": ""cumin"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 162, ""name"": ""smoked paprika"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 119, ""name"": ""olive oil"", ""quantity"": 2.0, ""serving_unit"": ""tbsp""}, {""id"": 240, ""name"": ""eggs"", ""quantity"": 4.0, ""serving_unit"": ""nos""}, {""id"": 158, ""name"": ""salt"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 18, ""name"": ""black pepper"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}]","1. Heat olive oil in a large skillet over medium heat. 2. Add chopped onions and bell pepper, and sauté until soft. 3. Add minced garlic, cumin, and smoked paprika, and cook for another minute. 4. Stir in the chopped tomatoes and season with salt and pepper. 5. Let the mixture simmer until the tomatoes break down. 6. Make small wells in the sauce and crack the eggs into each well. 7. Cover the skillet and cook until the eggs are just set. 8. Serve hot with crusty bread.",dinner,t,4.79,18.39,28.70,5.60,330.97,2.29,52.55,96.28,1025.12,2330.76,56.08
160,Aloo Paratha,2,"[{""id"": 404, ""name"": ""Whole wheat flour"", ""quantity"": 200.0, ""serving_unit"": ""g""}, {""id"": 276, ""name"": ""Potatoes"", ""quantity"": 2.0, ""serving_unit"": ""nos""}, {""id"": 158, ""name"": ""Salt"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 58, ""name"": ""cumin seeds"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 378, ""name"": ""oil"", ""quantity"": 2.0, ""serving_unit"": ""tbsp""}]","1. Boil and mash the potatoes. 2. In a bowl, mix whole wheat flour, salt, and water to make a soft dough. 3. Divide the dough into equal balls. 4. Roll out each ball into a flat circle. 5. Place a spoonful of mashed potatoes mixed with salt and cumin in the center. 6. Fold the dough around the filling, sealing it well. 7. Roll out gently to form a flat paratha. 8. Heat oil in a pan and cook the paratha until both sides are golden brown. 9. Serve hot with yogurt or pickle.",breakfast,t,0.42,2.31,0.25,0.20,12.57,0.77,4.56,9.86,28.53,1.84,0.48
161,Samosa,4,"[{""id"": 324, ""name"": ""potato"", ""quantity"": 300.0, ""serving_unit"": ""g""}, {""id"": 128, ""name"": ""peas"", ""quantity"": 100.0, ""serving_unit"": ""g""}, {""id"": 260, ""name"": ""all-purpose flour"", ""quantity"": 200.0, ""serving_unit"": ""g""}, {""id"": 58, ""name"": ""cumin seeds"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 53, ""name"": ""coriander leaves"", ""quantity"": 2.0, ""serving_unit"": ""tbsp""}, {""id"": 406, ""name"": ""green chili"", ""quantity"": 2.0, ""serving_unit"": ""nos""}, {""id"": 158, ""name"": ""salt"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 378, ""name"": ""oil"", ""quantity"": 500.0, ""serving_unit"": ""ml""}]","1. Boil the potatoes and mash them. 2. In a pan, heat oil, add cumin seeds and let them splutter. 3. Add peas, chilies and mashed potatoes. 4. Mix in salt, and chopped coriander leaves. 5. Prepare the dough by mixing flour, water and salt. 6. Roll out the dough and cut into circles. 7. Fill the dough with the potato mixture and shape into triangles. 8. Deep fry until golden brown. 9. Serve hot with chutney.",snack,t,73.34,434.27,6.83,36.76,2148.21,28.67,246.18,191.65,1539.30,2323.60,70.62
162,Rogan Josh,4,"[{""id"": 409, ""name"": ""lamb meat"", ""quantity"": 500.0, ""serving_unit"": ""g""}, {""id"": 411, ""name"": ""yogurt"", ""quantity"": 200.0, ""serving_unit"": ""g""}, {""id"": 408, ""name"": ""tomatoes"", ""quantity"": 300.0, ""serving_unit"": ""g""}, {""id"": 407, ""name"": ""cumin seeds"", ""quantity"": 2.0, ""serving_unit"": ""tbsp""}, {""id"": 410, ""name"": ""chili"", ""quantity"": 1.0, ""serving_unit"": ""nos""}]","1. Heat oil in a pan and sauté onions until golden brown. 2. Add garlic, ginger, and cumin seeds; sauté for a minute. 3. Add lamb meat and cook until browned. 4. Stir in yogurt and tomatoes; mix well. 5. Add cardamom, turmeric, and red chili. 6. Simmer for 40-50 minutes on low heat until lamb is tender. 7. Adjust seasoning and serve hot with rice or naan.",dinner,f,13.71,26.66,4.10,3.83,188.51,2.44,64.47,297.82,1049.76,121.36,41.27
163,Samosa Chaat,4,"[{""id"": 424, ""name"": ""samosa"", ""quantity"": 4.0, ""serving_unit"": ""nos""}, {""id"": 45, ""name"": ""chickpeas"", ""quantity"": 1.0, ""serving_unit"": ""cup""}, {""id"": 82, ""name"": ""greek yogurt"", ""quantity"": 0.5, ""serving_unit"": ""cup""}, {""id"": 121, ""name"": ""onion"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 178, ""name"": ""tomato"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 36, ""name"": ""chaat masala"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 381, ""name"": ""cilantro"", ""quantity"": 0.25, ""serving_unit"": ""cup""}]","1. Prepare the samosas by frying or baking them until golden brown.
2. In a bowl, mash the chickpeas and mix with chopped onions, diced tomatoes, and chaat masala.
3. Place the samosas on a serving dish and top with the chickpea mixture.
4. Drizzle with yogurt and garnish with chopped cilantro.
5. Serve immediately and enjoy your Samosa Chaat!",snack,t,0.27,0.95,0.08,0.35,5.27,0.26,2.88,5.33,24.75,180.46,0.46
164,Anda Paratha,2,"[{""id"": 426, ""name"": ""Anda Paratha"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 240, ""name"": ""eggs"", ""quantity"": 2.0, ""serving_unit"": ""nos""}, {""id"": 427, ""name"": ""whole wheat flour"", ""quantity"": 2.0, ""serving_unit"": ""cup""}, {""id"": 188, ""name"": ""water"", ""quantity"": 0.5, ""serving_unit"": ""cup""}, {""id"": 158, ""name"": ""salt"", ""quantity"": 0.5, ""serving_unit"": ""tsp""}, {""id"": 378, ""name"": ""oil"", ""quantity"": 2.0, ""serving_unit"": ""tbsp""}]","1. In a large bowl, combine 2 cups of whole wheat flour, 0.5 teaspoon of salt, and 2 beaten eggs. Mix well. 2. Gradually add 0.5 cups of water to form a dough and knead until smooth. 3. Divide the dough into equal portions and roll them into flat circles. 4. Heat 2 tablespoons of oil in a skillet over medium heat. 5. Cook each flatbread for 2-3 minutes on each side or until golden brown. 6. Serve hot with a side of chutney or yogurt.",breakfast,f,0.46,1.54,0.22,0.05,10.14,0.11,0.64,1.30,4.66,1152.84,0.00
165,Nihari,4,"[{""id"": 428, ""name"": ""Nihari"", ""quantity"": 1.0, ""serving_unit"": ""nos""}]","1. Prepare the dough for naan and let it rest. 2. In a large pot, heat oil over medium heat. 3. Add meat, ginger, garlic, and spices, cooking until the meat is browned. 4. Pour in enough water to cover, and let it simmer on low heat for several hours. 5. During the last hour, add the prepared dough to thicken the gravy. 6. Serve hot with naan or rice and enjoy!",lunch,f,0.08,0.04,0.10,0.01,1.40,0.00,0.00,0.00,0.00,0.00,0.00
166,Syrniki,2,"[{""id"": 432, ""name"": ""Syrniki"", ""quantity"": 2.0, ""serving_unit"": ""nos""}, {""id"": 55, ""name"": ""cottage cheese"", ""quantity"": 250.0, ""serving_unit"": ""g""}, {""id"": 240, ""name"": ""eggs"", ""quantity"": 1.0, ""serving_unit"": ""nos""}, {""id"": 260, ""name"": ""all-purpose flour"", ""quantity"": 50.0, ""serving_unit"": ""g""}, {""id"": 226, ""name"": ""sugar"", ""quantity"": 2.0, ""serving_unit"": ""tbsp""}, {""id"": 334, ""name"": ""vanilla extract"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 158, ""name"": ""salt"", ""quantity"": 0.5, ""serving_unit"": ""tsp""}]","1. In a bowl, mix the cottage cheese, egg, sugar, vanilla extract, and salt until smooth. 2. Gradually add the flour and mix until a dough forms. 3. Form small patties from the dough. 4. Heat a pan over medium heat with a little oil or butter. 5. Fry the patties until golden brown on both sides, about 4-5 minutes each side. 6. Serve hot with sour cream or jam.",breakfast,t,28.16,10.74,11.01,0.01,257.67,0.52,20.30,210.02,264.26,2065.40,0.00
167,Pirozhki,4,"[{""id"": 434, ""name"": ""Pirozhki"", ""quantity"": 10.0, ""serving_unit"": ""nos""}, {""id"": 435, ""name"": ""dough"", ""quantity"": 500.0, ""serving_unit"": ""g""}, {""id"": 436, ""name"": ""filling"", ""quantity"": 300.0, ""serving_unit"": ""g""}]","1. Prepare the dough by mixing flour, yeast, and water until smooth. 2. Roll the dough into small balls and let them rest. 3. Fill each dough ball with your chosen filling. 4. Seal the dough around the filling and shape into small pies. 5. Fry or bake until golden brown. 6. Serve warm.",snack,t,28.75,163.30,11.20,14.15,819.10,6.02,141.50,32.00,470.00,835.00,15.00
168,Kasha,2,"[{""id"": 438, ""name"": ""kasha"", ""quantity"": 200.0, ""serving_unit"": ""g""}, {""id"": 188, ""name"": ""water"", ""quantity"": 500.0, ""serving_unit"": ""ml""}, {""id"": 158, ""name"": ""salt"", ""quantity"": 1.0, ""serving_unit"": ""tsp""}, {""id"": 258, ""name"": ""unsalted butter"", ""quantity"": 20.0, ""serving_unit"": ""g""}, {""id"": 110, ""name"": ""milk"", ""quantity"": 100.0, ""serving_unit"": ""ml""}]","1. Rinse the kasha under cold water until the water runs clear. 2. In a pot, bring water to a boil. Add kasha, salt, and reduce heat to low. Cover and simmer for about 15-20 minutes until the kasha is tender and the water is absorbed. 3. Add butter and stir until melted. 4. Serve warm, optionally with milk.",breakfast,t,29.75,147.80,10.05,20.00,747.00,4.43,472.00,149.00,1052.00,2345.00,0.00
